year,month,county,GarbageGenerated,GarbageClearance,GarbageRecycled,FoodWastesRecycled,BulkWasteRecyclingandReuse
107,8,基隆市,"123,771","49,669","65,538","7,875","2,096"
107,8,澎湖縣,"28,402","10,839","14,358","2,916",327
107,8,花蓮縣,"84,571","36,166","44,631","3,468",364
107,8,臺東縣,"59,187","21,721","31,900","5,482",522
107,8,屏東縣,"247,696","130,666","107,092","7,889","5,004"
107,8,臺中市,"652,535","288,424","332,808","29,701","3,341"
107,8,臺北市,"486,954","112,664","319,296","46,952","8,042"
107,8,嘉義縣,"127,450","43,990","72,531","10,513",734
107,8,雲林縣,"143,305","64,293","65,264","11,739","2,211"
107,8,南投縣,"123,750","63,273","53,575","6,308",960
107,8,彰化縣,"341,331","179,274","149,603","11,763","3,857"
107,8,苗栗縣,"141,670","58,897","71,355","9,389","2,525"
107,8,新竹縣,"139,112","57,677","76,493","4,874",862
107,8,桃園市,"657,523","281,323","355,389","19,516","1,295"
107,8,宜蘭縣,"125,609","51,730","64,987","7,611","3,211"
107,8,臺南市,"557,233","221,229","277,668","49,612","16,969"
107,7,新北市,"150,891","57,074","81,580","7,434","4,803"
107,7,臺北市,"60,248","13,287","39,752","6,169","1,040"
107,7,連江縣,700,215,303,147,35
107,7,金門縣,"2,521",637,"1,300",535,49
107,7,嘉義市,"12,248","5,761","5,459",879,149
107,7,新竹市,"15,335","5,596","8,247","1,174",318
107,7,基隆市,"15,841","6,715","7,859",973,294
107,7,澎湖縣,"3,719","1,400","1,909",375,35
107,7,花蓮縣,"11,339","4,825","6,033",456,25
107,7,臺東縣,"7,515","2,816","3,959",704,36
107,7,屏東縣,"33,787","18,329","13,892",958,608
107,7,嘉義縣,"15,817","5,457","8,816","1,459",85
107,7,雲林縣,"17,417","8,042","7,695","1,430",250
107,7,南投縣,"15,366","8,207","6,397",641,121
107,7,彰化縣,"44,160","23,414","18,820","1,396",530
107,7,苗栗縣,"17,825","6,932","9,299","1,272",322
107,7,新竹縣,"18,400","7,343","10,316",630,111
107,7,桃園市,"87,347","38,101","46,268","2,706",272
107,7,宜蘭縣,"17,529","7,173","8,875","1,069",412
107,7,高雄市,"100,585","38,005","55,032","6,579",969
107,7,臺南市,"75,910","29,652","37,168","6,483","2,607"
107,7,臺中市,"89,962","43,006","42,628","3,784",544
107,6,連江縣,677,193,301,148,35
107,6,新北市,"111,333","56,757","42,883","7,615","4,078"
107,6,臺北市,"61,065","13,194","40,379","6,560",932
107,6,臺中市,"81,826","35,753","41,788","3,823",462
107,6,臺南市,"72,714","28,895","36,029","6,354","1,436"
107,6,高雄市,"102,038","37,404","57,022","6,688",924
107,6,宜蘭縣,"16,192","6,567","8,269","1,018",338
107,6,桃園市,"87,191","38,448","45,713","2,816",214
107,6,新竹縣,"18,590","7,427","10,451",625,87
107,6,苗栗縣,"17,994","7,303","9,039","1,362",290
107,6,彰化縣,"43,121","22,267","18,834","1,569",451
107,6,南投縣,"15,229","7,585","6,713",857,74
107,6,雲林縣,"18,146","8,221","8,084","1,546",295
107,6,嘉義縣,"16,250","5,508","9,241","1,422",79
107,6,屏東縣,"34,024","18,697","13,839","1,018",470
107,6,臺東縣,"7,330","2,705","3,916",675,34
107,6,花蓮縣,"10,775","4,584","5,737",436,18
107,6,澎湖縣,"3,693","1,429","1,826",402,36
107,6,基隆市,"15,652","6,350","8,060",991,251
107,6,新竹市,"15,790","5,903","8,330","1,290",267
107,6,嘉義市,"12,313","6,055","5,252",821,185
107,6,金門縣,"2,483",624,"1,299",514,46
107,5,金門縣,"2,454",645,"1,260",511,38
107,5,嘉義市,"11,982","5,940","5,138",766,138
107,5,新竹市,"16,374","6,571","8,319","1,167",317
107,5,基隆市,"16,734","7,597","8,055",992,90
107,5,澎湖縣,"3,743","1,451","1,875",386,31
107,5,花蓮縣,"11,241","4,548","6,214",447,32
107,5,臺東縣,"7,234","2,668","3,870",688,8
107,5,屏東縣,"28,614","14,781","12,562","1,038",233
107,5,嘉義縣,"17,205","5,760","9,976","1,420",49
107,5,雲林縣,"18,891","8,127","8,959","1,529",276
107,5,連江縣,692,219,299,141,33
107,5,南投縣,"15,449","8,195","6,360",848,46
107,5,彰化縣,"43,229","22,986","18,532","1,637",74
107,5,苗栗縣,"20,518","7,942","11,142","1,247",187
107,5,新竹縣,"19,277","7,217","11,438",616,6
107,5,桃園市,"80,058","33,498","43,781","2,591",188
107,5,宜蘭縣,"16,659","6,755","8,711","1,028",165
107,5,高雄市,"103,744","45,078","51,468","7,051",147
107,5,臺南市,"75,495","33,255","34,849","6,289","1,102"
107,5,臺中市,"102,805","57,079","41,696","3,849",181
107,5,臺北市,"70,658","18,709","44,428","6,524",997
107,5,新北市,"116,422","66,440","42,058","7,698",226
107,4,新北市,"102,577","51,790","43,707","6,840",240
107,4,金門縣,"2,398",565,"1,288",509,36
107,4,嘉義市,"10,824","5,131","4,827",733,133
107,4,新竹市,"14,961","5,186","8,310","1,121",344
107,4,基隆市,"14,829","5,651","8,092",991,95
107,4,澎湖縣,"3,569","1,323","1,844",376,26
107,4,花蓮縣,"9,536","4,396","4,699",411,30
107,4,臺東縣,"7,112","2,571","3,867",666,8
107,4,屏東縣,"25,676","11,894","12,612",968,202
107,4,嘉義縣,"15,456","5,327","8,798","1,288",43
107,4,連江縣,708,246,296,132,34
107,4,雲林縣,"17,400","7,950","7,778","1,442",230
107,4,南投縣,"14,453","7,328","6,303",790,32
107,4,彰化縣,"40,012","19,882","18,614","1,386",130
107,4,苗栗縣,"15,777","6,921","7,525","1,089",242
107,4,新竹縣,"15,912","6,640","8,677",590,5
107,4,桃園市,"74,890","30,214","42,108","2,419",149
107,4,宜蘭縣,"14,890","6,116","7,701",931,142
107,4,高雄市,"82,686","32,962","43,029","6,564",131
107,4,臺南市,"67,391","26,640","33,594","6,223",934
107,4,臺中市,"76,426","31,793","40,804","3,528",301
107,4,臺北市,"65,034","16,412","42,109","5,581",932
106,11,南投縣,"14,553","6,807","6,878",829,39
106,11,連江縣,650,195,293,129,33
106,11,金門縣,"2,392",626,"1,332",397,37
106,11,嘉義市,"10,833","5,931","4,121",570,211
106,11,新竹市,"15,674","7,223","7,056","1,183",212
106,11,基隆市,"14,745","5,511","8,151",986,97
106,11,澎湖縣,"3,195","1,189","1,573",371,62
106,11,花蓮縣,"10,167","3,998","5,667",474,28
106,11,臺東縣,"7,227","2,537","4,020",667,3
106,11,屏東縣,"26,712","11,751","13,261",918,782
106,11,嘉義縣,"15,218","5,405","8,657","1,128",28
106,11,雲林縣,"15,835","6,919","7,220","1,521",175
106,11,彰化縣,"34,810","16,024","17,385","1,334",67
106,11,苗栗縣,"20,951","7,060","12,752",960,179
106,11,新竹縣,"14,704","6,503","7,538",621,42
106,11,桃園市,"75,418","30,917","41,831","1,863",807
106,11,宜蘭縣,"12,643","5,291","6,348",863,141
106,11,高雄市,"83,391","34,962","41,580","6,665",184
106,11,臺南市,"58,778","22,966","28,902","5,676","1,234"
106,11,臺中市,"70,623","28,228","38,798","3,338",259
106,11,臺北市,"59,621","15,042","37,923","5,342","1,314"
106,11,新北市,"155,242","51,028","94,635","9,364",215
106,10,連江縣,658,231,262,129,36
106,10,金門縣,"2,573",706,"1,392",442,33
106,10,嘉義市,"11,105","6,270","4,189",557,89
106,10,新竹市,"15,826","7,411","6,969","1,216",230
106,10,基隆市,"14,188","5,903","7,196",983,106
106,10,澎湖縣,"3,471","1,278","1,771",378,44
106,10,花蓮縣,"9,881","4,218","5,129",508,26
106,10,臺東縣,"7,559","2,844","4,015",697,3
106,10,屏東縣,"29,999","13,678","14,485",939,897
106,10,嘉義縣,"15,460","5,738","8,557","1,121",44
106,10,雲林縣,"15,621","6,906","7,088","1,440",187
106,10,南投縣,"15,312","7,224","7,198",844,46
106,10,彰化縣,"35,407","16,457","17,326","1,571",53
106,10,苗栗縣,"17,020","7,455","8,346","1,042",177
106,10,新竹縣,"14,930","6,523","7,700",673,34
106,10,桃園市,"74,175","31,242","40,921","1,981",31
106,10,宜蘭縣,"13,998","6,003","7,045",845,105
106,10,高雄市,"88,311","39,457","42,050","6,661",143
106,10,臺南市,"68,489","33,280","28,489","5,692","1,028"
106,10,臺中市,"73,178","30,279","39,094","3,559",246
106,10,臺北市,"63,071","16,011","40,396","5,502","1,162"
106,10,新北市,"114,089","54,874","48,414","10,624",177
106,9,連江縣,566,152,254,121,39
106,9,金門縣,"2,538",804,"1,328",366,40
106,9,嘉義市,"7,787","2,888","4,195",553,151
106,9,新竹市,"12,290","3,870","6,943","1,242",235
106,9,基隆市,"12,942","4,878","6,981",984,99
106,9,澎湖縣,"3,474","1,272","1,739",406,57
106,9,花蓮縣,"9,411","3,893","4,957",534,27
106,9,臺東縣,"7,477","2,749","4,024",700,4
106,9,屏東縣,"26,529","11,487","13,411",924,707
106,9,嘉義縣,"15,338","5,724","8,437","1,119",58
106,9,雲林縣,"15,531","6,710","7,263","1,393",165
106,9,南投縣,"14,966","6,905","7,145",844,72
106,9,彰化縣,"34,468","15,929","17,048","1,430",61
106,9,苗栗縣,"17,050","7,259","8,528","1,037",226
106,9,新竹縣,"14,335","6,337","7,303",654,41
106,9,桃園市,"76,382","33,446","40,899","1,999",38
106,9,宜蘭縣,"12,926","5,266","6,712",827,121
106,9,高雄市,"79,016","30,494","41,660","6,693",169
106,9,臺南市,"53,660","19,950","26,174","6,537",999
106,9,臺中市,"73,813","30,677","39,271","3,624",241
106,9,臺北市,"64,267","17,226","40,390","5,478","1,173"
106,9,新北市,"80,706","26,818","43,614","10,102",172
106,8,連江縣,555,162,239,115,39
106,8,金門縣,"2,589","1,062","1,274",202,51
106,8,嘉義市,"7,818","2,913","4,197",576,132
106,8,新竹市,"11,856","3,419","6,907","1,128",402
106,8,基隆市,"13,131","5,108","6,950",970,103
106,8,澎湖縣,"3,508","1,443","1,602",398,65
106,8,花蓮縣,"9,593","4,003","5,014",543,33
106,8,臺東縣,"7,746","2,945","4,083",714,4
106,8,屏東縣,"27,524","12,648","13,529",964,383
106,8,嘉義縣,"15,462","5,916","8,356","1,130",60
106,8,雲林縣,"15,962","7,045","7,267","1,402",248
106,8,南投縣,"15,412","7,424","7,067",831,90
106,8,彰化縣,"35,278","16,553","17,501","1,152",72
106,8,苗栗縣,"16,543","7,403","7,766","1,053",321
106,8,新竹縣,"15,493","6,534","8,235",680,44
106,8,桃園市,"76,209","33,488","40,800","1,883",38
106,8,宜蘭縣,"13,787","6,109","6,936",592,150
106,8,高雄市,"79,240","30,355","41,886","6,787",212
106,8,臺南市,"57,102","20,849","28,481","6,543","1,229"
106,8,臺中市,"75,341","31,378","39,997","3,644",322
106,8,臺北市,"58,843","14,056","37,991","5,485","1,311"
106,8,新北市,"96,082","28,267","57,560","10,032",223
106,7,連江縣,498,157,209,93,39
106,7,金門縣,"2,589","1,009","1,336",194,50
106,7,嘉義市,"7,561","2,798","4,066",559,138
106,7,新竹市,"12,771","4,289","6,872","1,207",403
106,7,基隆市,"13,703","5,648","7,002",964,89
106,7,澎湖縣,"3,487","1,457","1,564",422,44
106,7,花蓮縣,"9,325","4,158","4,605",543,19
106,7,臺東縣,"7,777","3,005","4,098",671,3
106,7,屏東縣,"25,269","11,945","12,134",966,224
106,7,嘉義縣,"15,734","6,160","8,371","1,129",74
106,7,雲林縣,"16,013","7,159","7,209","1,409",236
106,7,南投縣,"16,072","7,717","7,486",798,71
106,7,彰化縣,"34,302","16,459","16,739","1,037",67
106,7,苗栗縣,"17,318","7,460","8,572","1,058",228
106,7,新竹縣,"14,908","6,666","7,489",675,78
106,7,桃園市,"76,594","34,527","40,267","1,761",39
106,7,宜蘭縣,"14,745","6,546","7,556",466,177
106,7,高雄市,"80,703","31,143","42,555","6,788",217
106,7,臺南市,"55,856","21,408","27,022","6,612",814
106,7,臺中市,"73,876","30,524","39,481","3,660",211
106,7,臺北市,"58,184","13,654","37,448","5,850","1,232"
106,7,新北市,"86,021","30,158","45,524","10,147",192
106,5,連江縣,525,172,214,99,40
106,5,金門縣,"2,849","1,172","1,407",214,56
106,5,嘉義市,"7,645","3,074","3,970",595,6
106,5,新竹市,"12,959","4,503","6,958","1,240",258
106,5,基隆市,"13,409","5,475","6,890",979,65
106,5,澎湖縣,"3,496","1,481","1,562",412,41
106,5,花蓮縣,"9,485","4,275","4,726",464,20
106,5,臺東縣,"7,202","3,114","3,481",605,2
106,5,屏東縣,"24,611","11,703","11,677",967,264
106,5,嘉義縣,"15,650","6,198","8,255","1,138",59
106,5,雲林縣,"15,796","7,254","6,975","1,426",141
106,5,南投縣,"14,808","7,252","6,629",880,47
106,5,彰化縣,"35,668","17,185","17,022","1,382",79
106,5,苗栗縣,"16,832","7,799","7,719","1,143",171
106,5,新竹縣,"14,903","6,644","7,545",664,50
106,5,桃園市,"64,019","23,083","39,027","1,874",35
106,5,宜蘭縣,"13,993","6,143","7,113",605,132
106,5,高雄市,"79,710","29,953","42,875","6,672",210
106,5,臺南市,"51,568","17,674","27,058","6,195",641
106,5,臺中市,"69,349","27,856","37,482","3,775",236
106,5,臺北市,"71,389","20,839","43,366","6,013","1,171"
106,5,新北市,"86,290","32,558","42,830","10,717",185
106,3,南投縣,"14,282","6,940","6,449",844,49
106,3,連江縣,549,160,221,98,70
106,3,金門縣,"2,655","1,007","1,406",178,64
106,3,嘉義市,"6,896","2,757","3,605",529,5
106,3,新竹市,"12,921","4,797","6,698","1,192",234
106,3,基隆市,"12,380","5,007","6,315",983,75
106,3,澎湖縣,"3,179","1,209","1,638",280,52
106,3,花蓮縣,"9,263","4,178","4,568",488,29
106,3,臺東縣,"7,153","3,103","3,472",576,2
106,3,屏東縣,"23,584","11,742","10,765",956,121
106,3,嘉義縣,"14,881","6,070","7,664","1,087",60
106,3,雲林縣,"15,938","7,578","6,791","1,426",143
106,3,彰化縣,"34,251","15,642","17,176","1,322",111
106,3,苗栗縣,"16,027","7,314","7,344",984,385
106,3,新竹縣,"13,799","6,271","6,864",598,66
106,3,桃園市,"76,359","32,736","41,742","1,847",34
106,3,宜蘭縣,"13,637","6,074","6,996",458,109
106,3,高雄市,"80,383","31,429","41,870","6,876",208
106,3,臺南市,"55,819","20,939","28,437","5,704",739
106,3,臺中市,"70,581","29,866","36,763","3,540",412
106,3,臺北市,"64,755","20,023","38,107","5,434","1,191"
106,3,新北市,"81,058","29,508","41,393","9,914",243
106,2,連江縣,510,136,205,97,72
106,2,金門縣,"2,656","1,116","1,356",153,31
106,2,嘉義市,"6,904","2,726","3,626",547,5
106,2,新竹市,"12,592","4,513","6,621","1,145",313
106,2,基隆市,"12,135","4,887","6,213",980,55
106,2,澎湖縣,"2,858","1,127","1,398",290,43
106,2,花蓮縣,"9,190","4,042","4,671",456,21
106,2,臺東縣,"7,459","3,335","3,527",595,2
106,2,屏東縣,"22,985","11,498","10,475",883,129
106,2,嘉義縣,"15,165","5,969","8,060","1,096",40
106,2,雲林縣,"15,576","7,857","6,219","1,328",172
106,2,南投縣,"14,987","7,547","6,479",911,50
106,2,彰化縣,"34,403","15,943","17,007","1,377",76
106,2,苗栗縣,"16,492","7,142","8,096","1,025",229
106,2,新竹縣,"13,708","6,019","7,060",604,25
106,2,桃園市,"72,180","31,230","39,070","1,848",32
106,2,宜蘭縣,"14,430","6,581","7,143",597,109
106,2,高雄市,"75,391","30,196","37,768","7,250",177
106,2,臺南市,"54,402","19,757","27,972","6,086",587
106,2,臺中市,"68,746","29,046","35,688","3,527",485
106,2,臺北市,"61,589","18,712","36,812","5,206",859
106,2,新北市,"93,767","28,696","54,960","9,849",262
106,1,連江縣,538,165,203,100,70
106,1,金門縣,"2,658","1,034","1,360",210,54
106,1,嘉義市,"7,491","2,991","3,945",548,7
106,1,新竹市,"14,171","5,313","6,999","1,176",683
106,1,基隆市,"15,198","6,428","7,700",977,93
106,1,澎湖縣,"3,480","1,388","1,742",300,50
106,1,花蓮縣,"10,607","4,892","5,215",474,26
106,1,臺東縣,"7,834","3,575","3,650",596,13
106,1,屏東縣,"23,752","12,149","10,518",906,179
106,1,嘉義縣,"15,160","6,332","7,661","1,116",51
106,1,雲林縣,"16,572","8,333","6,739","1,179",321
106,1,南投縣,"15,771","7,472","7,129",900,270
106,1,彰化縣,"36,125","17,640","17,178","1,197",110
106,1,苗栗縣,"16,195","8,352","6,447",996,400
106,1,新竹縣,"14,408","6,624","7,057",658,69
106,1,桃園市,"73,416","30,138","41,417","1,825",36
106,1,宜蘭縣,"15,304","7,096","7,455",583,170
106,1,高雄市,"79,234","33,457","38,181","7,240",356
106,1,臺南市,"58,655","20,241","31,598","6,020",796
106,1,臺中市,"72,580","32,186","36,460","3,786",148
106,1,臺北市,"72,151","22,465","42,824","5,617","1,245"
106,1,新北市,"89,718","35,548","43,525","10,438",207
105,12,連江縣,571,165,245,99,62
105,12,金門縣,"3,190","1,159","1,763",188,69
105,12,嘉義市,"7,557","2,810","3,978",549,129
105,12,新竹市,"12,912","4,699","6,726","1,174",313
105,12,基隆市,"13,108","5,485","6,450",980,92
105,12,澎湖縣,"3,291","1,206","1,714",310,57
105,12,花蓮縣,"9,530","4,189","4,836",485,16
105,12,臺東縣,"8,205","3,255","4,306",602,4
105,12,屏東縣,"23,296","11,901","10,057",914,134
105,12,嘉義縣,"15,392","6,079","8,090","1,129",44
105,12,雲林縣,"16,066","8,021","6,845",942,202
105,12,南投縣,"15,081","6,955","7,111",898,107
105,12,彰化縣,"34,688","16,813","16,120","1,250",108
105,12,苗栗縣,"21,666","7,022","13,211",955,435
105,12,新竹縣,"14,032","6,008","7,302",627,65
105,12,桃園市,"70,908","32,371","36,502","1,992",43
105,12,宜蘭縣,"14,319","5,874","7,522",601,150
105,12,高雄市,"78,851","31,570","38,607","7,256",255
105,12,臺南市,"55,896","19,902","27,802","6,250",891
105,12,臺中市,"75,325","29,757","41,412","3,688",271
105,12,臺北市,"64,581","20,909","36,752","5,665","1,255"
105,12,新北市,"89,222","30,993","47,778","10,258",193
105,11,連江縣,503,151,195,100,57
105,11,金門縣,"2,844","1,077","1,528",178,58
105,11,嘉義市,"7,423","2,712","3,923",581,121
105,11,新竹市,"11,766","3,874","6,473","1,149",270
105,11,基隆市,"12,279","4,953","6,172",970,85
105,11,澎湖縣,"2,965","1,127","1,467",310,58
105,11,花蓮縣,"9,195","4,057","4,684",431,17
105,11,臺東縣,"7,097","2,966","3,514",567,4
105,11,屏東縣,"22,695","10,828","10,125",932,496
105,11,嘉義縣,"15,188","5,763","8,210","1,095",48
105,11,雲林縣,"15,480","7,500","6,699","1,014",219
105,11,南投縣,"14,395","6,319","7,109",861,96
105,11,彰化縣,"33,519","16,046","15,498","1,342",120
105,11,苗栗縣,"18,112","6,825","10,086",894,277
105,11,新竹縣,"13,715","6,018","6,969",588,30
105,11,桃園市,"70,317","31,805","36,638","1,830",44
105,11,宜蘭縣,"12,631","5,739","6,036",559,139
105,11,高雄市,"80,924","32,675","38,862","7,387",260
105,11,臺南市,"53,999","19,221","26,882","6,096","1,080"
105,11,臺中市,"62,496","23,556","35,412","3,233",135
105,11,臺北市,"60,629","18,355","36,311","4,839","1,124"
105,11,新北市,"89,524","27,250","52,902","9,104",268
105,8,連江縣,500,171,171,107,51
105,8,金門縣,"2,585","1,179","1,161",198,44
105,8,嘉義市,"7,608","2,907","3,938",634,35
105,8,新竹市,"12,572","4,422","6,994",990,166
105,8,基隆市,"12,664","5,303","6,307",911,93
105,8,澎湖縣,"3,373","1,490","1,471",363,47
105,8,花蓮縣,"9,721","4,693","4,502",501,18
105,8,臺東縣,"8,538","3,511","4,404",588,3
105,8,屏東縣,"25,635","13,403","10,436",995,413
105,8,嘉義縣,"15,752","6,324","8,253","1,052",82
105,8,雲林縣,"16,696","8,818","6,521","1,099",247
105,8,南投縣,"16,125","7,442","7,548","1,007",110
105,8,彰化縣,"35,821","17,586","16,627",903,66
105,8,苗栗縣,"15,061","7,549","6,217","1,070",190
105,8,新竹縣,"13,599","6,298","6,531",688,46
105,8,桃園市,"73,907","35,876","34,818","1,973",47
105,8,宜蘭縣,"13,104","6,285","5,877",607,172
105,8,高雄市,"78,946","33,677","36,381","7,426",190
105,8,臺南市,"59,289","19,623","31,053","6,400","1,091"
105,8,臺中市,"69,890","31,417","34,315","3,768",183
105,8,臺北市,"61,874","17,696","37,056","5,820","1,302"
105,8,新北市,"91,280","27,043","53,724","10,248",265
105,6,連江縣,509,164,137,114,94
105,6,金門縣,"2,397","1,145",997,191,61
105,6,嘉義市,"8,022","3,013","3,961",712,169
105,6,新竹市,"12,588","4,845","6,549","1,058",136
105,6,基隆市,"13,147","5,616","6,349","1,002",91
105,6,澎湖縣,"3,282","1,491","1,370",376,43
105,6,花蓮縣,"9,582","4,807","4,229",522,20
105,6,臺東縣,"7,235","3,013","3,592",565,27
105,6,屏東縣,"24,661","13,212","10,070",946,63
105,6,嘉義縣,"15,164","6,526","7,462","1,077",54
105,6,雲林縣,"14,945","7,844","5,720","1,089",291
105,6,南投縣,"15,174","7,415","6,301","1,365",51
105,6,彰化縣,"34,069","17,466","14,905","1,125",109
105,6,苗栗縣,"14,438","7,534","5,598","1,124",144
105,6,新竹縣,"13,685","6,049","6,804",738,88
105,6,桃園市,"70,652","40,076","27,234","2,285",420
105,6,宜蘭縣,"13,119","6,464","5,624",674,204
105,6,高雄市,"78,285","32,722","36,811","7,427",217
105,6,臺南市,"50,886","19,348","24,453","6,012",727
105,6,臺中市,"66,978","30,662","32,050","3,702",331
105,6,臺北市,"66,973","20,653","38,959","6,389",972
105,6,新北市,"75,624","25,649","38,555","11,191",229
105,5,連江縣,"3,567",187,136,107,75
105,5,金門縣,"5,605","1,214","1,055",199,50
105,5,嘉義市,"11,174","3,327","3,954",756,198
105,5,新竹市,"15,504","5,007","6,396",964,195
105,5,基隆市,"15,526","5,432","5,950","1,007",79
105,5,澎湖縣,"6,167","1,463","1,198",369,47
105,5,花蓮縣,"12,154","4,740","3,835",442,17
105,5,臺東縣,"9,872","3,001","3,134",600,37
105,5,屏東縣,"26,788","12,941","9,747",963,81
105,5,嘉義縣,"17,801","6,558","7,049","1,057",27
105,5,雲林縣,"19,247","8,281","6,705","1,124",269
105,5,南投縣,"19,289","7,653","6,811","1,688",55
105,5,彰化縣,"35,769","17,297","14,206","1,129",126
105,5,苗栗縣,"17,595","7,290","6,106","1,062",177
105,5,新竹縣,"16,799","6,158","6,433","1,071",72
105,5,桃園市,"52,590","19,556","27,599","2,298",104
105,5,宜蘭縣,"16,702","7,024","5,755",786,183
105,5,高雄市,"76,802","31,996","34,306","7,363",254
105,5,臺南市,"52,577","19,298","24,388","5,754",814
105,5,臺中市,"70,430","31,628","32,003","3,662",355
105,5,臺北市,"69,478","20,714","39,459","6,168","1,137"
105,5,新北市,"79,488","28,209","40,778","10,253",248
105,4,連江縣,457,167,157,92,41
105,4,金門縣,"2,286","1,157",945,156,28
105,4,嘉義市,"8,111","3,226","3,814",760,311
105,4,新竹市,"11,787","4,932","5,596",996,263
105,4,基隆市,"11,839","5,269","5,453","1,041",76
105,4,澎湖縣,"2,909","1,364","1,162",340,43
105,4,花蓮縣,"8,424","4,415","3,553",437,19
105,4,臺東縣,"6,972","3,058","3,328",556,30
105,4,屏東縣,"23,427","12,596","9,842",906,83
105,4,嘉義縣,"14,592","6,773","6,656","1,122",41
105,4,雲林縣,"16,202","8,718","6,227","1,011",246
105,4,南投縣,"15,522","7,520","6,313","1,627",62
105,4,彰化縣,"32,189","17,121","13,859","1,070",139
105,4,苗栗縣,"15,038","7,801","6,127","1,021",89
105,4,新竹縣,"13,851","6,420","6,331","1,060",40
105,4,桃園市,"54,179","24,157","27,671","2,253",98
105,4,宜蘭縣,"13,162","5,883","5,487","1,612",180
105,4,高雄市,"72,192","31,538","32,984","7,463",207
105,4,臺南市,"50,435","19,428","24,580","5,702",725
105,4,臺中市,"62,321","29,458","29,216","3,524",123
105,4,臺北市,"64,828","20,997","37,080","5,670","1,081"
105,4,新北市,"76,173","25,706","40,064","10,228",175
